id,tvätt,valtyp,valsedelsuppgift
195389,sjuksköterska,K,"leg. sjuksköterska, 25 år"
195389,sjuksköterska,K,"leg. sjuksköterska, 25 år"
249757,sjuksköterska,K,"leg. sjuksköterska, 35 år, Mantorp"
168112,sjuksköterska,K,"61, Leg. Sjuksköterska, Jönköping"
168112,sjuksköterska,K,"61, Leg. Sjuksköterska, Jönköping"
168112,sjuksköterska,K,"61, Leg. Sjuksköterska, Jönköping"
167994,sjuksköterska,K,"Leg. sjuksköterska, Eksjö"
291531,sjuksköterska,K,"58 år, leg. sjuksköterska, Högsby"
291549,sjuksköterska,K,"74 år, leg. sjuksköterska, Staby"
161167,sjuksköterska,K,"79 år, Leg. sjuksköterska, Bohult"
60997,sjuksköterska,K,"leg. sjuksköterska, Gränö"
163876,sjuksköterska,K,"54 år, Leg. sjuksköterska, Västervik"
137368,sjuksköterska,K,"Leg. Sjuksköterska, 32 år"
63977,sjuksköterska,K,"43 år, leg. sjuksköterska, Knislinge"
63982,sjuksköterska,K,"71 år, leg. sjuksköterska, Glimåkra"
50958,sjuksköterska,K,"35 år, leg. sjuksköterska, Bjuv"
57243,sjuksköterska,K,"52 år, leg. sjuksköterska, Lomma"
60913,sjuksköterska,K,"68 år, leg. sjuksköterska, Svedala"
56538,sjuksköterska,K,"64 år, leg. sjuksköterska, Jularp"
62171,sjuksköterska,K,"74 år, leg. sjuksköterska, Brösarp"
62188,sjuksköterska,K,"52 år, leg. sjuksköterska, Brösarp"
62316,sjuksköterska,K,"82 år, Leg. Sjuksköterska, Gullvik"
62316,sjuksköterska,K,"82 år, Leg. Sjuksköterska, Gullvik"
59747,sjuksköterska,K,"62 år, leg. sjuksköterska, Eslöv"
64308,sjuksköterska,K,"Leg. Sjuksköterska, 38 år"
64308,sjuksköterska,K,"Leg. Sjuksköterska, 38 år"
32072,sjuksköterska,K,Leg. Sjuksköterska
32072,sjuksköterska,K,Leg. Sjuksköterska
62530,sjuksköterska,K,"leg. sjuksköterska, Dalköpinge"
62530,sjuksköterska,K,"leg. sjuksköterska, Dalköpinge"
62558,sjuksköterska,K,"leg. sjuksköterska, Trelleborg"
62558,sjuksköterska,K,"leg. sjuksköterska, Trelleborg"
31873,sjuksköterska,K,"Leg. Sjuksköterska, Kristianstad"
31873,sjuksköterska,K,"Leg. Sjuksköterska, Kristianstad"
52788,sjuksköterska,K,"53 år, leg. sjuksköterska, Tyringe"
223915,sjuksköterska,K,"64, Leg. Sjuksköterska, Halmstad"
240632,sjuksköterska,K,"78 år, Leg. sjuksköterska, Falkenberg"
240979,sjuksköterska,K,"42 år, Leg. sjuksköterska, Varberg"
240979,sjuksköterska,K,"42 år, Leg. sjuksköterska, Varberg"
328451,sjuksköterska,K,"35, leg. sjuksköterska, Åsa"
315654,sjuksköterska,K,"41 år, Leg. Sjuksköterska"
254940,sjuksköterska,K,"Leg. sjuksköterska, Sövall"
8572,sjuksköterska,K,"76 år, leg. sjuksköterska, Hägrunga"
197509,sjuksköterska,K,"Leg. sjuksköterska, Vårgårda"
197513,sjuksköterska,K,"Leg. sjuksköterska, Vårgårda"
254359,sjuksköterska,K,"Leg. Sjuksköterska, Essunga"
248802,sjuksköterska,K,"Leg. sjuksköterska, Vargön"
256072,sjuksköterska,K,"27, Leg. Sjuksköterska"
256345,sjuksköterska,K,"73, Leg. sjuksköterska, Vegby"
39705,sjuksköterska,K,"43 år, Leg. Sjuksköterska"
39705,sjuksköterska,K,"43 år, Leg. Sjuksköterska"
37383,sjuksköterska,K,"79 år, Leg. sjuksköterska"
37692,sjuksköterska,K,"Leg. Sjuksköterska, Filipstad"
37699,sjuksköterska,K,"Leg. Sjuksköterska, Filipstad"
155102,sjuksköterska,K,leg. sjuksköterska
26847,sjuksköterska,K,leg. sjuksköterska
26849,sjuksköterska,K,leg. sjuksköterska
292485,sjuksköterska,K,"66, leg. sjuksköterska"
185443,sjuksköterska,K,"73, Leg. sjuksköterska"
30239,sjuksköterska,K,"73 år, Leg. sjuksköterska"
283344,sjuksköterska,K,"69 år, Leg. sjuksköterska"
94834,sjuksköterska,K,"leg. sjuksköterska, 64 år"
94837,sjuksköterska,K,"leg. sjuksköterska, 71 år"
94838,sjuksköterska,K,"leg. sjuksköterska, 60 år"
94840,sjuksköterska,K,"leg. sjuksköterska, 69 år"
268920,sjuksköterska,K,"42 år, Leg. sjuksköterska, Stigsjö"
69415,sjuksköterska,K,"leg. sjuksköterska, Lövånger"
69415,sjuksköterska,K,"leg. sjuksköterska, Lövånger"
222140,sjuksköterska,K,"Leg. Sjuksköterska, Kangis"
4369,sjuksköterska,K,"36, Blackeberg, leg. sjuksköterska"
4369,sjuksköterska,K,"36, Blackeberg, leg. sjuksköterska"
4369,sjuksköterska,K,"36, Blackeberg, leg. sjuksköterska"
4369,sjuksköterska,K,"36, Blackeberg, leg. sjuksköterska"
4369,sjuksköterska,K,"36, Blackeberg, leg. sjuksköterska"
4369,sjuksköterska,K,"36, Blackeberg, leg. sjuksköterska"
4398,sjuksköterska,K,"40, Östermalm, leg. sjuksköterska"
4398,sjuksköterska,K,"40, Östermalm, leg. sjuksköterska"
4398,sjuksköterska,K,"40, Östermalm, leg. sjuksköterska"
4398,sjuksköterska,K,"40, Östermalm, leg. sjuksköterska"
4398,sjuksköterska,K,"40, Östermalm, leg. sjuksköterska"
4398,sjuksköterska,K,"40, Östermalm, leg. sjuksköterska"
4423,sjuksköterska,K,"37, Bandhagen, leg. sjuksköterska"
4423,sjuksköterska,K,"37, Bandhagen, leg. sjuksköterska"
4423,sjuksköterska,K,"37, Bandhagen, leg. sjuksköterska"
4423,sjuksköterska,K,"37, Bandhagen, leg. sjuksköterska"
4423,sjuksköterska,K,"37, Bandhagen, leg. sjuksköterska"
4423,sjuksköterska,K,"37, Bandhagen, leg. sjuksköterska"
419446,sjuksköterska,K,"Pensionär, leg. Sjuksköterska"
62703,sjuksköterska,K,"51 år, enhetschef, leg. sjuksköterska, Vellinge"
5162,sjuksköterska,K,"Grästorp,Leg. sjuksköterska,55 år"
202017,tolk,K,"52, Tolk, Smedby"
156612,tolk,K,"65, Tolk, Njursta"
216702,tolk,K,"52 år, Tolk, Sjukyrkoberget"
218893,tolk,K,"36 år, Tolk, Nyby"
149453,tolk,K,"Tolk, Norsborg"
164172,tolk,K,"73, Tolk"
164172,tolk,K,"73, Tolk"
109295,tolk,K,"47, tolk, arabist, Spånga"
109295,tolk,K,"47, tolk, arabist, Spånga"
109295,tolk,K,"47, tolk, arabist, Spånga"
109295,tolk,K,"47, tolk, arabist, Spånga"
109295,tolk,K,"47, tolk, arabist, Spånga"
109295,tolk,K,"47, tolk, arabist, Spånga"
194404,tolk,K,"Tolk, Centrum, 66"
67219,tolk,K,"Tolk, 64"
149752,tolk,K,"61, Tolk, Jarlaberg"
149752,tolk,K,"61, Tolk, Jarlaberg"
211849,tolk,K,"52 år, tolk, Hagalund"
25447,tolk,K,"63, Tolk"
195974,tolk,K,"tolk, 62 år"
195974,tolk,K,"tolk, 62 år"
77856,tolk,K,"Tolk, Ekhagen"
77856,tolk,K,"Tolk, Ekhagen"
77856,tolk,K,"Tolk, Ekhagen"
184952,tolk,K,"Tolk, Älmhult"
203702,tolk,K,"tolk, Högsby"
201217,tolk,K,"Tolk, Kalmar"
201217,tolk,K,"Tolk, Kalmar"
113224,tolk,K,"Tolk, 56 år, Arlöv"
59538,tolk,K,"56 år, tolk, Furulund"
52510,tolk,K,"58 år, tolk, Öllövsstrand"
186274,tolk,K,"tolk, 55 år"
186274,tolk,K,"tolk, 55 år"
24441,tolk,K,Tolk
24448,tolk,K,Tolk
188146,tolk,K,"38 år, Tolk, Eslöv"
52796,tolk,K,"60 år, tolk, Västra Torup"
265115,tolk,K,"tolk, Rydöbruk"
16166,tolk,K,"61, Tolk, Östra Gärdet"
211856,tolk,K,"Tolk, Ed"
126769,tolk,K,"Tolk, 53, Torslanda"
493094,tolk,K,"Tolk, Kronogården"
493094,tolk,K,"Tolk, Kronogården"
77490,tolk,K,"37 år, Tolk"
77490,tolk,K,"37 år, Tolk"
77490,tolk,K,"37 år, Tolk"
77490,tolk,K,"37 år, Tolk"
24729,tolk,K,"38 år, tolk, Norrby"
24729,tolk,K,"38 år, tolk, Norrby"
24729,tolk,K,"38 år, tolk, Norrby"
280383,tolk,K,"52, Tolk, Södra Ryd"
250666,tolk,K,"40 år, tolk, Vivalla"
250666,tolk,K,"40 år, tolk, Vivalla"
250666,tolk,K,"40 år, tolk, Vivalla"
250666,tolk,K,"40 år, tolk, Vivalla"
26470,tolk,K,"52 år, Tolk, Vivalla"
26470,tolk,K,"52 år, Tolk, Vivalla"
57606,tolk,K,"Tolk, Lindesberg"
6393,tolk,K,"37 år, Tolk"
76203,tolk,K,"tolk, 57 år"
30241,tolk,K,"52 år, Tolk"
194826,tolk,K,Tolk
38932,tolk,K,"Tolk, Ludvika"
155578,tolk,K,"45,tolk,Sätra"
180098,tolk,K,"62, Jakobsberg, Tolk"
156807,tolk,K,"65, Undersköterska, Tolk, Ekonom"
43468,tolk,K,"Vara, 58 år, tolk"
202018,hr-administratör,K,"66, HR-administratör, Runby"
179866,hr-administratör,K,"46, HR-administratör"
148472,hr-administratör,K,"HR-administratör, Kungälv"
30756,hr-administratör,K,"30 år, HR-administratör"
76169,hr-administratör,K,"HR-administratör, 44 år"
28834,hr-administratör,K,"41 år, HR-administratör"
202019,samordnare,K,"65, Samordnare, Runby"
67279,samordnare,K,"samordnare, Smedby"
217257,samordnare,K,Samordnare
194929,samordnare,K,"62, Samordnare, Vårby"
23176,samordnare,K,"28, Samordnare, Näsbypark"
23176,samordnare,K,"28, Samordnare, Näsbypark"
283368,samordnare,K,"samordnare, Rinkeby"
283368,samordnare,K,"samordnare, Rinkeby"
283368,samordnare,K,"samordnare, Rinkeby"
283368,samordnare,K,"samordnare, Rinkeby"
283368,samordnare,K,"samordnare, Rinkeby"
283368,samordnare,K,"samordnare, Rinkeby"
25004,samordnare,K,"26, Samordnare"
291420,samordnare,K,"59 år, Samordnare, Märsta"
78562,samordnare,K,"51 år, Samordnare, Alunda"
140162,samordnare,K,"samordnare, Koppartorp"
140162,samordnare,K,"samordnare, Koppartorp"
140162,samordnare,K,"samordnare, Koppartorp"
2679,samordnare,K,"66, samordnare"
2679,samordnare,K,"66, samordnare"
251245,samordnare,K,"Samordnare, 37 år, Lambohov"
251245,samordnare,K,"Samordnare, 37 år, Lambohov"
251245,samordnare,K,"Samordnare, 37 år, Lambohov"
188984,samordnare,K,"samordnare, 55 år"
188984,samordnare,K,"samordnare, 55 år"
136294,samordnare,K,"36, Samordnare, Bälaryd"
45114,samordnare,K,"59 år, samordnare, Furusjö"
231786,samordnare,K,"samordnare, 27, Centrum"
356444,samordnare,K,"samordnare, Ljungby"
359620,samordnare,K,"samordnare, Timmernabben"
60084,samordnare,K,"samordnare, Oskarshamn"
38752,samordnare,K,"Samordnare, 48 år"
38752,samordnare,K,"Samordnare, 48 år"
54095,samordnare,K,"48, samordnare, Veberöd"
37743,samordnare,K,"54, Samordnare"
64304,samordnare,K,"Samordnare, 59 år"
64304,samordnare,K,"Samordnare, 59 år"
56704,samordnare,K,"40 år, samordnare, Åhus"
56704,samordnare,K,"40 år, samordnare, Åhus"
84366,samordnare,K,"61 år, samordnare, Nödinge"
117079,samordnare,K,"55 år, Samordnare, Sätila"
11646,samordnare,K,"46 år, samordnare, Kronogården"
11646,samordnare,K,"46 år, samordnare, Kronogården"
196110,samordnare,K,"29 år, samordnare, Timmele"
32622,samordnare,K,"Samordnare, Tidan, 62 år"
280386,samordnare,K,"37, Samordnare, Skövde"
43285,samordnare,K,"50 år, samordnare"
30124,samordnare,K,Samordnare
36490,samordnare,K,samordnare
47293,samordnare,K,"Samordnare, 37 år, Tived"
330211,samordnare,K,"Samordnare, Lundby"
330211,samordnare,K,"Samordnare, Lundby"
69286,samordnare,K,"63 år, Samordnare, Ås"
28823,samordnare,K,"45 år, Samordnare"
168348,samordnare,K,"52 år, samordnare, Forsbacka"
340157,samordnare,K,"samordnare, Sandviken"
314213,samordnare,K,"57 år, samordnare, Söderhamn"
514387,samordnare,K,"47, samordnare, Söderala"
113900,samordnare,K,"samordnare, 34 år"
39512,samordnare,K,"Samordnare, Odenslund"
199570,samordnare,K,"45 år, Samordnare, Vännäs"
56632,samordnare,K,"45 år, Samordnare, Norsjö"
3217,samordnare,K,"Grästorp,Samordnare,44 år"
202022,barnskötare,K,"35, Barnskötare, Centrala Väsby"
202050,barnskötare,K,"34, Barnskötare, Sigma"
217905,barnskötare,K,Barnskötare
194884,barnskötare,K,"56, Barnskötare, Trångsund"
67068,barnskötare,K,"barnskötare, 32, Grödinge"
158250,barnskötare,K,Barnskötare
150870,barnskötare,K,"56, Barnskötare, Muskö"
150870,barnskötare,K,"56, Barnskötare, Muskö"
126496,barnskötare,K,"26, Barnskötare, Grindtorp"
126496,barnskötare,K,"26, Barnskötare, Grindtorp"
212317,barnskötare,K,barnskötare
109287,barnskötare,K,"48, barnskötare, Kista"
109287,barnskötare,K,"48, barnskötare, Kista"
109287,barnskötare,K,"48, barnskötare, Kista"
109287,barnskötare,K,"48, barnskötare, Kista"
109287,barnskötare,K,"48, barnskötare, Kista"
109287,barnskötare,K,"48, barnskötare, Kista"
20493,barnskötare,K,"30, Barnskötare"
20493,barnskötare,K,"30, Barnskötare"
20493,barnskötare,K,"30, Barnskötare"
20493,barnskötare,K,"30, Barnskötare"
20493,barnskötare,K,"30, Barnskötare"
20493,barnskötare,K,"30, Barnskötare"
67235,barnskötare,K,"Barnskötare, 39"
213681,barnskötare,K,"27 år, barnskötare, Hallonbergen"
67132,barnskötare,K,"52 år, barnskötare, Norrtälje"
171304,barnskötare,K,"21, Barnskötare, Ösmo"
67153,barnskötare,K,"barnskötare, Nynäshamn"
134992,barnskötare,K,"31 år, Barnskötare, Frösundavik"
155419,barnskötare,K,"barnskötare, Gårdskär"
81383,barnskötare,K,"58 år, Barnskötare, Harbo"
396105,barnskötare,K,"barnskötare, Morgongåva"
383024,barnskötare,K,"Barnskötare, 22 år, Stenhagen"
365227,barnskötare,K,"55, Barnskötare, Alunda"
16072,barnskötare,K,"51, Barnskötare, Stigtomta"
16072,barnskötare,K,"51, Barnskötare, Stigtomta"
16072,barnskötare,K,"51, Barnskötare, Stigtomta"
49685,barnskötare,K,"44, Barnskötare"
146215,barnskötare,K,"26, Barnskötare"
198289,barnskötare,K,"Barnskötare,Katrineholm"
89220,barnskötare,K,"barnskötare, Julita"
225078,barnskötare,K,"barnskötare, Katrineholm"
166830,barnskötare,K,"29, barnskötare, Ärla"
166830,barnskötare,K,"29, barnskötare, Ärla"
31605,barnskötare,K,"barnskötare, Ödeshög"
183501,barnskötare,K,"barnskötare, Ödeshög"
250147,barnskötare,K,"Barnskötare,Väderstad"
261051,barnskötare,K,Barnskötare
252233,barnskötare,K,"barnskötare, 35 år"
252233,barnskötare,K,"barnskötare, 35 år"
252233,barnskötare,K,"barnskötare, 35 år"
252233,barnskötare,K,"barnskötare, 35 år"
252233,barnskötare,K,"barnskötare, 35 år"
252233,barnskötare,K,"barnskötare, 35 år"
252233,barnskötare,K,"barnskötare, 35 år"
252233,barnskötare,K,"barnskötare, 35 år"
252233,barnskötare,K,"barnskötare, 35 år"
251639,barnskötare,K,"Barnskötare, Vidingsjö"
251639,barnskötare,K,"Barnskötare, Vidingsjö"
251639,barnskötare,K,"Barnskötare, Vidingsjö"
258653,barnskötare,K,"Barnskötare, Söderköping"
167581,barnskötare,K,"barnskötare, 60 år"
107110,barnskötare,K,"barnskötare, 46 år"
176460,barnskötare,K,"barnskötare, 43 år"
24280,barnskötare,K,"Barnskötare, Vadstena"
112404,barnskötare,K,"71 år, barnskötare, Mantorp"
87026,barnskötare,K,"Barnskötare,Gnosjö,55 år"
77924,barnskötare,K,"Barnskötare, Mullsjö"
78158,barnskötare,K,"Barnskötare, Tofteryd"
77885,barnskötare,K,"Barnskötare, Taberg"
77885,barnskötare,K,"Barnskötare, Taberg"
77885,barnskötare,K,"Barnskötare, Taberg"
36340,barnskötare,K,"33 år,Barnskötare, Nässjö"
78095,barnskötare,K,"Barnskötare, Vrigstad"
78103,barnskötare,K,"Barnskötare, Rörvik"
136611,barnskötare,K,"Barnskötare, Skirö"
167997,barnskötare,K,"Barnskötare, Eksjö"
126246,barnskötare,K,"Barnskötare, 41 år"
230443,barnskötare,K,"60, Barnskötare, Strömsnäsbruk"
231812,barnskötare,K,"barnskötare, 59, Araby"
231822,barnskötare,K,"barnskötare, 28, Araby"
229137,barnskötare,K,"53, barnskötare, Ljungby"
229139,barnskötare,K,"50, barnskötare, Ljungby"
176177,barnskötare,K,"Barnskötare, 37 år"
176178,barnskötare,K,"Barnskötare, 24 år"
19587,barnskötare,K,"Barnskötare, Mörbylånga, 30 år"
156393,barnskötare,K,"Barnskötare, Mönsterås, 48 år"
160449,barnskötare,K,"63 år, Barnskötare, Mönsterås"
159036,barnskötare,K,"Barnskötare, Emmaboda"
37426,barnskötare,K,"barnskötare, Mockebo"
160696,barnskötare,K,"Barnskötare, Salomonstorp"
160696,barnskötare,K,"Barnskötare, Salomonstorp"
32943,barnskötare,K,"40, Barnskötare, Hasslö"
32943,barnskötare,K,"40, Barnskötare, Hasslö"
32943,barnskötare,K,"40, Barnskötare, Hasslö"
32949,barnskötare,K,"30, Barnskötare, Holmsjö"
32949,barnskötare,K,"30, Barnskötare, Holmsjö"
32949,barnskötare,K,"30, Barnskötare, Holmsjö"
32974,barnskötare,K,"56, Barnskötare, Holmsjö"
32974,barnskötare,K,"56, Barnskötare, Holmsjö"
32974,barnskötare,K,"56, Barnskötare, Holmsjö"
259900,barnskötare,K,"41, barnskötare, Sölve"
60654,barnskötare,K,"65 år, barnskötare"
23054,barnskötare,K,Barnskötare
34308,barnskötare,K,"59 år, Barnskötare"
34312,barnskötare,K,"59 år, Barnskötare"
54047,barnskötare,K,Barnskötare
54073,barnskötare,K,Barnskötare
262585,barnskötare,K,"Barnskötare, Hörby"
50563,barnskötare,K,"Barnskötare, 44 år"
48867,barnskötare,K,"Barnskötare, 42, Söndraby"
53880,barnskötare,K,"31, Barnskötare"
24288,barnskötare,K,"Barnskötare, 54 år, Torekov"
66476,barnskötare,K,Barnskötare
66476,barnskötare,K,Barnskötare
154067,barnskötare,K,Barnskötare
54100,barnskötare,K,"40, barnskötare, Dalby"
34408,barnskötare,K,Barnskötare
34743,barnskötare,K,Barnskötare
34749,barnskötare,K,Barnskötare
109263,barnskötare,K,barnskötare
109265,barnskötare,K,barnskötare
24423,barnskötare,K,Barnskötare
121481,barnskötare,K,Barnskötare
14274,barnskötare,K,"barnskötare, 29 år, Andersberg"
225156,barnskötare,K,"52, Barnskötare, Knäred"
168239,barnskötare,K,"53 år, barnskötare, Breared"
168239,barnskötare,K,"53 år, barnskötare, Breared"
226872,barnskötare,K,"55 år, Barnskötare, Öckerö"
216900,barnskötare,K,"57 år, Barnskötare, Skärhamn"
254737,barnskötare,K,"Barnskötare, Kungshamn"
43398,barnskötare,K,"Barnskötare, 30 år, Hamburgsund"
84348,barnskötare,K,"25 år, barnskötare, Nödinge"
84351,barnskötare,K,"21 år, barnskötare, Bohus"
255121,barnskötare,K,"Barnskötare,Hedgärde"
255121,barnskötare,K,"Barnskötare, Hedgärde"
5447,barnskötare,K,"56 år, barnskötare, Kalv"
13032,barnskötare,K,"Barnskötare, Götene, 20 år"
275066,barnskötare,K,"54, Barnskötare"
201227,barnskötare,K,"47, Barnskötare"
201257,barnskötare,K,"65, Barnskötare"
148466,barnskötare,K,"Barnskötare, Kungälv"
137773,barnskötare,K,"barnskötare, Kode"
49496,barnskötare,K,"barnskötare, Centrum"
37781,barnskötare,K,"59 år, Barnskötare"
86557,barnskötare,K,"Barnskötare, Lidköping"
21117,barnskötare,K,"48 år, Barnskötare"
33242,barnskötare,K,"38 år, Barnskötare"
22208,barnskötare,K,"43 år, Barnskötare, Grums"
99058,barnskötare,K,"61 år, Barnskötare, Grums"
151835,barnskötare,K,"Barnskötare, Årjäng"
414519,barnskötare,K,"55 år, barnskötare, Bryggudden"
109552,barnskötare,K,"barnskötare,56 år, Hagfors"
155100,barnskötare,K,barnskötare
26974,barnskötare,K,"58 år, barnskötare, Fjugesta"
146043,barnskötare,K,"Barnskötare, Laxå"
122955,barnskötare,K,"28 år, barnskötare, Hässleberg"
148062,barnskötare,K,"Barnskötare, Degerfors"
224157,barnskötare,K,"49 år, Barnskötare"
224157,barnskötare,K,"49 år, Barnskötare"
118863,barnskötare,K,"62 år,Barnskötare"
118893,barnskötare,K,"21 år,Barnskötare"
118898,barnskötare,K,"23 år,Barnskötare"
118921,barnskötare,K,"45 år,Barnskötare"
28873,barnskötare,K,"23 år, barnskötare"
75847,barnskötare,K,"Barnskötare, 56 år"
157502,barnskötare,K,"Barnskötare, Askersund"
193681,barnskötare,K,"63, Barnskötare, Centrum"
194529,barnskötare,K,"Barnskötare, Solmyra"
193631,barnskötare,K,Barnskötare
16948,barnskötare,K,"64, barnskötare"
93527,barnskötare,K,"49 år, Barnskötare"
188521,barnskötare,K,"47, Barnskötare"
59267,barnskötare,K,"32 år, Barnskötare"
76202,barnskötare,K,"barnskötare, 40 år"
30233,barnskötare,K,"30 år, Barnskötare"
7158,barnskötare,K,"61 år, Barnskötare"
187985,barnskötare,K,"Barnskötare, Nyckelberget"
188004,barnskötare,K,"Barnskötare, Hästhagen"
26681,barnskötare,K,"19 år, Barnskötare"
310332,barnskötare,K,Barnskötare
16757,barnskötare,K,barnskötare
130804,barnskötare,K,"Barnskötare, Kyrkbyn"
232036,barnskötare,K,"60 år, barnskötare"
64444,barnskötare,K,"barnskötare, Avesta"
70989,barnskötare,K,"55 år, Barnskötare, Ockelbo"
11159,barnskötare,K,"Barnskötare, Alfta"
34384,barnskötare,K,"24 år, Barnskötare, Bergsjö"
34393,barnskötare,K,"73 år, Barnskötare, Gnarp"
19645,barnskötare,K,"Barnskötare, Bomhus, 24 år"
160988,barnskötare,K,"53 år, Barnskötare, Kramfors"
9866,barnskötare,K,"64 år, Barnskötare, Hörnett"
9866,barnskötare,K,"64 år, Barnskötare, Hörnett"
10222,barnskötare,K,"44 år, Barnskötare, Bonässund"
10222,barnskötare,K,"44 år, Barnskötare, Bonässund"
360994,barnskötare,K,"64 år, barnskötare, Kougsta"
48363,barnskötare,K,"barnskötare, Lögdeå"
48368,barnskötare,K,"barnskötare, Västansjö"
71180,barnskötare,K,"Barnskötare, Sörfors"
192131,barnskötare,K,"60 år, Barnskötare, Djäkneboda"
199335,barnskötare,K,"48 år, Barnskötare, Robertsfors"
58775,barnskötare,K,"barnskötare, Ånäset"
24178,barnskötare,K,"barnskötare, Norsjö"
196679,barnskötare,K,"50 år, Barnskötare, Blattnicksele"
273882,barnskötare,K,"45 år, Barnskötare"
152813,barnskötare,K,"barnskötare, 51år"
180087,barnskötare,K,"52, Jakobsberg, Barnskötare"
179890,barnskötare,K,"Riksten, 45 år, barnskötare"
179901,barnskötare,K,"Storvreten, 30 år, barnskötare"
215818,barnskötare,K,"Graniten, barnskötare"
349364,barnskötare,K,"53, Fisksätra, Barnskötare"
349364,barnskötare,K,"53, Fisksätra, Barnskötare"
216222,barnskötare,K,"Umeå,barnskötare"
216222,barnskötare,K,"Umeå,barnskötare"
202025,fackombudsman,K,"50, Ombudsman, Sigma"
202051,fackombudsman,K,"51, Ombudsman, Centrala Väsby"
97707,fackombudsman,K,"51, Ombudsman"
254449,fackombudsman,K,"ombudsman, Fiskmyran, Ingarö"
92299,fackombudsman,K,"32, Ombudsman, Ekerö"
194912,fackombudsman,K,"41, Ombudsman, Fullersta"
96782,fackombudsman,K,"48, Ombudsman, Trångsund"
147175,fackombudsman,K,"28, Ombudsman, Handen"
147175,fackombudsman,K,"28, Ombudsman, Handen"
262027,fackombudsman,K,"Ombudsman, 43, Dalarö"
262027,fackombudsman,K,"Ombudsman, 43, Dalarö"
198713,fackombudsman,K,"37, Ombudsman, Krusboda"
198715,fackombudsman,K,"54, Ombudsman, Krusboda"
198729,fackombudsman,K,"66, Ombudsman, Trinntorp"
198735,fackombudsman,K,"55, Ombudsman, Strand"
198741,fackombudsman,K,"63, Ombudsman, Ällmora"
14318,fackombudsman,K,"ombudsman, Trollbäcken"
164097,fackombudsman,K,"61, Ombudsman, Tibble"
101509,fackombudsman,K,"70, Ombudsman, Kungsängen"
126515,fackombudsman,K,"46, Ombudsman, Roslags Näsby"
126515,fackombudsman,K,"46, Ombudsman, Roslags Näsby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
313942,fackombudsman,K,"52, Ombudsman, Vällingby"
314647,fackombudsman,K,"31, Ombudsman, Enskededalen"
314647,fackombudsman,K,"31, Ombudsman, Enskededalen"
314647,fackombudsman,K,"31, Ombudsman, Enskededalen"
314647,fackombudsman,K,"31, Ombudsman, Enskededalen"
314647,fackombudsman,K,"31, Ombudsman, Enskededalen"
314647,fackombudsman,K,"31, Ombudsman, Enskededalen"
314647,fackombudsman,K,"31, Ombudsman, Enskededalen"
314647,fackombudsman,K,"31, Ombudsman, Enskededalen"
314647,fackombudsman,K,"31, Ombudsman, Enskededalen"
314647,fackombudsman,K,"31, Ombudsman, Enskededalen"
314647,fackombudsman,K,"31, Ombudsman, Enskededalen"
314647,fackombudsman,K,"31, Ombudsman, Enskededalen"
314647,fackombudsman,K,"31, Ombudsman, Enskededalen"
314647,fackombudsman,K,"31, Ombudsman, Enskededalen"
314647,fackombudsman,K,"31, Ombudsman, Enskededalen"
314647,fackombudsman,K,"31, Ombudsman, Enskededalen"
314647,fackombudsman,K,"31, Ombudsman, Enskededalen"
314647,fackombudsman,K,"31, Ombudsman, Enskededalen"
194395,fackombudsman,K,"Ombudsman, Centrum, 47"
