id,tvätt,valtyp,valsedelsuppgift
26937,ingenjör,L,"73 år, ingenjör, Örebro"
26938,pensionär,R,"69 år, pensionär, Örebro"
26938,pensionär,L,"69 år, pensionär, Örebro"
26939,studerande,R,"37 år, USKA studerande, Åsbro"
26939,studerande,L,"37 år, USKA studerande, Åsbro"
26940,sjuksköterska,R,"62 år, skolsköterska/sjuksköterska, Örebro"
26940,sjuksköterska,L,"62 år, skolsköterska/sjuksköterska, Örebro"
26942,rektor,L,"69 år, f.d. rektor, Örebro"
26943,lärare,R,"47 år, gymnasielärare, Örebro"
26943,lärare,L,"47 år, gymnasielärare, Örebro"
26945,oppositionsråd,R,"29 år, oppositionsråd, Kumla"
26945,oppositionsråd,L,"29 år, oppositionsråd, Kumla"
26946,jurist,R,"59 år, jurist, Örebro"
26946,jurist,L,"59 år, jurist, Örebro"
26947,arkitekt,R,"66 år, stadsarkitekt, Örebro"
26947,arkitekt,L,"66 år, statsarkitekt, Örebro"
26948,pensionär,R,"76 år, pensionär, Askersund"
26948,pensionär,L,"76 år, pensionär, Askersund"
26949,ingenjör,R,"56 år, ingenjör, Örebro"
26949,ingenjör,L,"56 år, ingenjör, Örebro"
26950,kommunalråd,R,"50 år, kommunalråd, Örebro"
26950,kommunalråd,L,"50 år, kommunalråd, Glanshammar"
26951,kvalitetssamordnare,R,"36 år, kvalitetskoordinator, Örebro"
26951,kvalitetssamordnare,L,"36 år, kvalitetskoordinator, Kumla"
26952,pedagog,R,"40 år, pedagog, Örebro"
26952,pedagog,L,"40 år, pedagog, Örebro"
26954,föreningskoordinator,L,"54 år, föreningskoordinator, Örebro"
26955,studerande,R,"18 år, studerande, Örebro"
26955,studerande,L,"18 år, student, Örebro"
26955,studerande,R,"18 år, studerande, Örebro"
26955,studerande,L,"18 år, student, Örebro"
26957,lärare,R,"47 år, legitimerad lärare, Örebro"
26957,lärare,L,"47 år, legitimerad lärare, Örebro"
26958,generalsekreterare,R,"51 år, generalsekreterare, Lekeberg"
26958,generalsekreterare,L,"51 år, generalsekreterare, Lekeberg"
26961,specialpedagog,R,"70 år, specialpedagog, Örebro"
26961,specialpedagog,L,"70 år, specialpedagog, Örebro"
26963,butiksbiträde,R,"21 år, butiksanställd, Kumla"
26963,butiksbiträde,L,"21 år, butiksanställd, Kumla"
26964,statsvetare,R,"46 år, statsvetare, Örebro"
26964,statsvetare,L,"46 år, statsvetare, Örebro"
26966,studerande,R,"20 år, studerande, Örebro"
26966,studerande,L,"20 år, studerande, Örebro"
26968,bibliotekarie,R,"67 år, biblioteksassistent, Örebro"
26968,bibliotekarie,L,"67 år, biblioteksassistent, Örebro"
26969,chef,R,"40 år, sektionschef, Örebro"
26969,chef,L,"40 år, sektionschef, Örebro"
26970,specialpedagog,L,"77 år, f.d. specialpedagog, Örebro"
26974,barnskötare,R,"58 år, barnskötare, Fjugesta"
26974,barnskötare,L,"58 år, barnskötare, Fjugesta"
26976,jurist,L,"64 år, fritidsped/jurist, Örebro"
26980,intendent,L,"73 år, f.d. intendent, Örebro"
26981,skadereglerare,R,"26 år, skadereglerare, Örebro"
26981,skadereglerare,L,"26 år, skadereglerare, Örebro"
26982,egenföretagare,R,"75 år, f.d. företagare, Örebro"
26982,egenföretagare,L,"75 år, f.d. företagare, Örebro"
26983,studerande,R,"23 år, student, Örebro"
26983,studerande,L,"23 år, student, Örebro"
26996,lärare,R,"Lärare, Hässleholm"
27000,habiliteringsassistent,L,"Habiliteringsassistent, Hässleholm"
27004,verksamhetsansvarig,R,"Verksamhetsansvarig, Hässleholm"
27004,verksamhetsansvarig,L,"Verksamhetsansvarig, Hässleholm"
27005,skötare,L,"Skötare, Hässleholm"
27010,sekreterare,L,"Medicinsk sekreterare, Hässleholm"
27013,kvalitetssamordnare,L,"Kvalitets/Miljösamordnare, Hässleholm"
27017,facklig företrädare,R,"Ombudsman, Hässleholm"
27017,facklig företrädare,L,"Ombudsman, Hässleholm"
27081,cnc-operatör,R,"37, CNC-operatör, Bollnäs"
27131,regionråd,R,Regionråd
27182,personligt ombud,L,"Kil, 57 år, Personligt ombud"
27184,lärare,R,"Kil, 31 år, Lärare"
27186,hr-konsult,L,"Kil, 63 år, HR-konsult"
27270,socialarbetare,L,"Långserud, 33 år, Socialsekreterare"
27271,verksamhetsutvecklare,R,"Säffle, 45 år, Verksamhetsutvecklare"
27271,verksamhetsutvecklare,L,"Säffle, 45 år, Verksamhetsutvecklare"
27278,projektledare,L,"Säffle, 43 år, Projektledare"
27299,lärare,R,"Säffle, 45 år, Lärare"
27379,marknadsrådgivare,L,"Forshaga, 64 år, Marknadschef"
27382,lärare,L,"Olsäter, 56 år, Lärare"
27383,lärare,R,"Olsäter, 56 år, Lärare"
27384,hemmansägare,L,"Hällekil, 71 år, Hemmansägare"
27385,konsult,L,"Deje, 68 år, Seniorkonsult"
27404,redovisningskonsult,R,"Årjäng, 48 år, Redovisningskonsult"
27405,revisor,L,"Årjäng, 69 år, Revisor"
27435,egenföretagare,R,"Kristinehamn, 47 år, Företagare"
27436,landstingsråd,L,"Kristinehamn, 63 år, Landstingsråd"
27441,bonde,L,"Kristinehamn, 58 år, Lantbrukare"
27450,svetsare,L,"Kristinehamn, 63 år, Svetsare"
27483,kommunalråd,R,"Sunne, 60 år, Kommunalråd"
27484,statsvetare,R,"Gräsmark, 49 år, Statsvetare"
27485,projektledare,R,"Sunne, 41 år, Projektledare"
27489,lärarvikarie,R,"Sunne, 18 år, Lärarvikarie"
27490,bonde,L,"V. Ämtervik, 64 år, Lantbrukare"
27491,skogsbrukare,L,"V. Ämtervik, 71 år, Skogsbonde"
27508,näringslivsutvecklare,R,"Torsby, 50 år, Näringslivsutvecklare"
27508,näringslivsutvecklare,L,"Sysslebäck, 50 år, Näringslivsutvecklare"
27515,administratör,L,"Stöllet, 65 år, Administratör"
27715,journalist,R,"journalist, Karlskrona"
27715,journalist,R,Journalist 70år Aspö
27715,journalist,L,Journalist 70år Aspö
27767,riksdagsledamot,R,"riksdagsledamot, Malmö"
27767,riksdagsledamot,R,"54 år, Riksdagsman, Malmö"
27767,riksdagsledamot,R,Riksdagsman 54år Malmö
27767,riksdagsledamot,R,"Riksdagsledamot, 54 år"
27767,riksdagsledamot,R,"Riksdagsledamot, Malmö"
27767,riksdagsledamot,R,"riksdagsledamot, Malmö"
27767,riksdagsledamot,R,"54 år, Riksdagsman, Malmö"
27767,riksdagsledamot,R,Riksdagsman 54år Malmö
27767,riksdagsledamot,R,"Riksdagsledamot, 54 år"
27767,riksdagsledamot,R,"Riksdagsledamot, Malmö"
27770,fil. dr.,R,Teknologie doktor 65år Karlshamn
27770,fil. dr.,L,Teknologie doktor 65år Karlshamn
27770,fil. dr.,L,Teknologie doktor Karlshamn
27771,politiker,R,Politiker 44år Ronneby
27771,politiker,L,Politiker 44år Ronneby
27771,politiker,L,Politiker Ronneby
27773,ikt-pedagog,R,IKT-Pedagog 42år Ronneby
27773,ikt-pedagog,L,IKT-Pedagog 42år Ronneby
27773,ikt-pedagog,L,IKT-Pedagog Ronneby
27774,socialarbetare,R,Socialpedagog 41år Asarum
27774,socialarbetare,L,Socialpedagog 41år Asarum
27774,socialarbetare,L,Socialpedagog Asarum
27787,psykolog,R,Assisterande Psykolog 50år Ronneby
27787,psykolog,L,Assisterande Psykolog 50år Ronneby
27787,psykolog,L,Assisterande Psykolog Ronneby
27807,sjuksköterska,L,"Distriktssköterska, Hörby"
27808,lärare,R,"Gymnasielärare, Hörby"
27808,lärare,L,"Gymnasielärare, Hörby"
27857,socionom,R,"Socionom, Höör"
27858,egenföretagare,L,"Egen företagare, Höör"
27859,facklig företrädare,L,"Ombudsman, Höör"
27861,förskolelärare,R,"Förskolelärare, Höör"
27863,pensionär,L,"Pensionär, Höör"
27867,tekniker,L,"Tekniker, Höör"
27881,facklig företrädare,L,"Ombudsman, Klippan"
27882,specialpedagog,R,"Specialpedagog, Klippan"
27884,pensionär,L,"Pensionär, Klippan"
27966,kontorsassistent,R,"Kontorsassistent, Kristianstad"
27970,sjuksköterska,L,"leg Sjuksköterska, Kristianstad"
27975,lärare,R,"Lärare, Kristianstad"
28086,riksdagsledamot,R,Riksdagsledamot
28087,riksdagsledamot,R,Riksdagsledamot
28088,riksdagsledamot,R,Riksdagsledamot
28089,sekreterare,R,Sekreterare
28100,undersköterska,R,Undersköterska
28101,arbetare,R,Lagerarbetare
28102,projektledare,R,Projektledare
28103,studerande,R,Studerande
28104,stödassistent,R,Stödassistent
28104,stödassistent,L,Stödassistent
28105,studerande,R,Studerande
28106,verksamhetsutvecklare,R,Verksamhetsutvecklare
28107,facklig företrädare,R,Ombudsman
28108,undersköterska,R,Undersköterska
28109,statsvetare,R,Statsvetare
28110,fritidsledare,R,Fritidspedagog
28111,kommunalråd,R,Kommunalråd
28112,projektledare,R,Projektledare
28112,projektledare,L,Projektledare
28113,arbetare,R,Byggnadsarbetare
28113,arbetare,L,Byggnadsarbetare
28152,kommunikationsansvarig,R,"kommunikationschef, Karlstad"
28152,kommunikationsansvarig,R,"kommunikationschef, 37 år, Karlstad"
28153,statsvetare,R,"statsvetare, 25 år, Karlstad"
28153,statsvetare,L,"statsvetare, 25 år, Karlstad"
28155,riksdagsledamot,R,"Undersköterska, Riksdagsledamot, Trelleborg"
28155,undersköterska,R,"Undersköterska, Riksdagsledamot, Trelleborg"
28156,riksdagsledamot,R,"Riksdagsledamot, Staffanstorp"
28157,kommunalråd,R,"Kommunalråd, Lund"
28158,arbetare,R,"Träarbetare, Sjöbo"
28159,nationell samordnare,R,"Nationell samordnare, Kävlinge"
28160,studerande,R,"Juriststuderande, Ystad"
28160,studerande,L,"Juriststudent, Ystad"
28160,studerande,R,"Juriststuderande, Ystad"
28160,studerande,L,"Juriststudent, Ystad"
28161,lärare,R,"Lärare, Sjöbo"
28162,arbetare,R,"Metallarbetare, Svedala"
28162,arbetare,L,"Metallarbetare, Svedala"
28163,undersköterska,R,"Undersköterska, Skurup"
28164,facklig företrädare,R,"Ombudsman, Vellinge"
28166,entreprenör,R,"IT-entreprenör, Lomma"
28169,lärare,R,"Lärare, Lund"
28170,facklig företrädare,R,"Ombudsman, Trelleborg"
28191,entreprenör,R,"entreprenör, 50 år, Årjäng"
28192,egenföretagare,R,"egenföretagare, 36 år, Kristinehamn"
28193,rektor,R,"fd rektor, 71 år, Karlstad"
28193,rektor,L,"fd rektor, 71 år, Karlstad"
28195,lärare,R,"gymnasielärare, 44 år, Karlstad"
28195,lärare,L,"gymnasielärare, 44 år, Karlstad"
28197,kommunikatör,R,"kommunikatör, 25 år, Kristinehamn"
28197,kommunikatör,L,"kommunikatör, 25 år, Kristinehamn"
28199,lärare,R,"gymnasielärare, 25 år, Arvika"
28199,lärare,L,"gymnasielärare, 25 år, Arvika"
28200,egenföretagare,R,"företagare, 69 år, Torsby"
28200,egenföretagare,L,"företagare, 69 år, Torsby"
28201,chef,R,"enhetschef, 31 år, Karlstad"
28202,sjuksköterska,R,"leg sjuksköterska, 75 år, Kil"
28202,sjuksköterska,L,"leg sjuksköterska, 75 år, Kil"
28203,statsvetare,R,"statsvetare, 25 år, Kil"
28204,lärare,R,"SFI-lärare, 39 år, Årjäng"
28204,lärare,L,"SFI-lärare, 39 år, Årjäng"
28205,ingenjör,R,"byggnadsingenjör, 71 år, Filipstad"
28205,ingenjör,L,"byggnadsingenjör, 71 år, Filipstad"
28206,riksdagsledamot,R,"Riksdagsledamot, Landskrona"
28207,riksdagsledamot,R,"Riksdagsledamot, Helsingborg"
28208,kommunalråd,R,"Kommunalråd, Helsingborg"
28211,ingenjör,R,"Byggnadsingenjör, Svalöv"
28211,ingenjör,L,"Byggnadsingenjör, Svalöv"
28219,undersköterska,R,"Undersköterska, Landskrona"
28220,facklig företrädare,R,"Ombudsman, Helsingborg"
28272,riksdagsledamot,R,"Riksdagsledamot, Kristianstad"
28273,riksdagsledamot,R,"Riksdagsledamot, Åstorp"
28275,facklig företrädare,R,"Ombudsman, Simrishamn"
28276,sekreterare,R,"Nämndsekreterare, Tomelilla"
28277,administratör,R,"Administratör, Ängelholm"
28277,administratör,L,"Administratör, Ängelholm"
28278,socionom,R,"Socionom, Osby"
28282,tandhygienist,R,"Tandhygienist, Örkelljunga"
28282,tandhygienist,L,"Leg. Tandhygienist, Örkelljunga."
28282,tandhygienist,R,"Tandhygienist, Örkelljunga"
28282,tandhygienist,L,"Leg. Tandhygienist, Örkelljunga."
28284,undersköterska,R,"Undersköterska, Östra Göinge"
28285,processtekniker,R,"Processoperatör, Perstorp"
28285,processtekniker,L,"Processoperatör, Perstorp"
28288,lärare,R,"Gymnasielärare, Ängelholm"
28288,lärare,L,"Gymnasielärare, Ängelholm"
28291,arbetare,R,"Industriarbetare, Tomelilla"
28291,arbetare,L,"Industriarbetare, Tomelilla"
28292,studerande,R,"Studerande, Simrishamn"
28293,arbetare,R,"Träindustriarbetare, Östra Göinge"
28294,studerande,R,"Studerande, Åstorp"
28296,kommunalråd,L,Kommunalråd
28297,skötare,L,Skötare
28298,ekonom,L,Ekonom
28299,chef,L,Sektionschef
28300,studerande,L,Studerande
28302,kommunikatör,L,Kommunikatör
28303,miljökonsult,L,Miljökonsult
28304,pensionär,L,Pensionär
28305,statsvetare,L,Statsvetare
28306,arkitekt,L,Arkitekt
28307,socialarbetare,L,Socialsekreterare
28308,arbetare,L,Industriarbetare
28309,kulturarbetare,L,Kulturarbetare
28310,lärare,L,Lärare
28311,studerande,L,Studerande
28312,tågvärd,L,Tågvärd
28313,konsulent,L,Konsulent
28314,pensionär,L,Pensionär
28315,facklig företrädare,L,Ombudsman
28316,statlig tjänsteman,L,Statstjänsteman
28317,sekreterare,L,Sekreterare
28318,kriminalvårdare,L,Kriminalvårdare
28319,pensionär,L,Pensionär
28320,verksamhetssamordnare,L,Verksamhetssamordnare
28322,parkarbetare,L,Parkarbetare
28323,pensionär,L,Pensionär
28324,grafiker,L,Grafiker
28325,undersköterska,L,Undersköterska
28326,sekreterare,L,Utredningssekreterare
28327,studerande,L,Studerande
28329,lärare,L,Modersmålslärare
28330,museiassistent,L,Museiassistent
28331,studerande,L,Studerande
28332,kontorsbiträde,L,Kontorsbiträde
28943,chef,L,"58 år, Enhetschef, Varberg"
28944,fritidsledare,L,"61 år, Fritidspedagog, Kungsbacka"
28945,egenföretagare,L,"64 år, Egenföretagare, Varberg"
28947,agronom,L,"60 år, Agronom/Företagare, Falkenberg"
28948,egenföretagare,L,"55 år, Företagare, Laholm"
28950,chef,L,"50 år, Enhetschef, Halmstad"
28951,skogsbrukare,L,"44 år, Skogsbrukare, Hylte"
28953,processledare,L,"41 år, Processledare, Kungsbacka"
28954,bonde,L,"53 år, Lantbrukare, Laholm"
28955,civilingenjör,L,"59 år, Civilingenjör, Kungsbacka"
28956,rektor,L,"53 år, Rektor, Falkenberg"
28957,facklig företrädare,L,"65 år, Ombudsman, Falkenberg"
28958,kamrer,L,"48 år, Kyrkokamrer, Halmstad"
28959,rektor,L,"51 år, Rektor, Kungsbacka"
28960,lärare,L,"51 år, Lärare/Företagare, Laholm"
28961,projektkoordinator,L,"42 år, Projektkoordinator, Kungsbacka"
28962,administratör,L,"33 år, Administratör, Hylte"
28963,utbildningsadministratör,L,"36 år, Utbildningshandläggare, Halmstad"
28968,sjuksköterska,L,"72 år, Specialistsjuksköterska, Falkenberg"
28969,korsordskonstruktör,L,"43 år, Korsordskonstruktör, Laholm"
28971,ungdomshandläggare,L,"58 år, Ungdomshandledare, Kungsbacka"
28973,chef,L,"47 år, Arbetsledare, Falkenberg"
28974,kapten,L,"72 år, F.d. Sjökapten/Journalist, Varberg"
28975,lärare,L,"51 år, Lärare/Samordnare, Falkenberg"
28977,projektkoordinator,L,"48 år, Projektkoordinator LRF, Falkenberg"
28978,bibliotekarie,L,"44 år, Medicinsk bibliotekare, Halmstad"
28983,egenföretagare,L,"58 år, Egenföretagare, Falkenberg"
28985,lärare,L,"41 år, Lärare, Halmstad"
28987,fritidsledare,L,"45 år, Fritidspedagog/Idrottslärare, Falkenberg"
28988,studerande,L,"56 år, Studerande, Halmstad"
28989,psykolog,L,"62 år, Leg.psykolog, Kungsbacka"
28990,egenföretagare,L,"50 år, Egenföretagare, Halmstad"
28991,undersköterska,L,"67 år, Undersköterska, Falkenberg"
28992,civilingenjör,L,"75 år, Civ.ingenjör, Kungsbacka"
28993,egenföretagare,L,"47 år, Egenföretagare, Falkenberg"
28994,kanslisekreterare,L,"68 år, Kanslisekreterare, Kungsbacka"
28995,skogstekniker,L,"66 år, Skogstekniker, Hylte"
28996,bussförare,L,"32 år, Bussförare, Kungsbacka"
28997,personlig assistent,L,"49 år, Personlig assistent, Kungsbacka"
28998,applikationsförvaltare,L,"52 år, Applikationsförvaltare, Kungsbacka"
29213,undersköterska,L,"Undersköterska, Kristianstad"
29229,receptionist,L,"Receptionist, Kristianstad"
29245,lärare,L,"Gymnasielärare, Kristianstad"
30094,ingenjör,R,"Karlstad, 32 år, Byggingenjör"
30096,bonde,R,"Molkom, 44 år, Bonde"
30097,undersköterska,L,"Karlstad, 68 år, F.d. Undersköterska"
30105,tjänsteman,R,"Karlstad, 65 år, Tjänsteman"
30105,tjänsteman,L,"Karlstad, 65 år, Tjänsteman"
30122,lärare,L,"Uddeholm, 69 år, Lärare"
30293,landsbygdsutvecklare,R,"32 år, Karlstad, landsbygdsutvecklare"
30295,lärare,R,"31 år, Arvika, gymnasielärare"
30297,kommunsekreterare,R,"30 år, Karlstad, kommunsekreterare"
30297,kommunsekreterare,L,"30 år, Karlstad, kommunsekreterare"
30298,behandlare,R,"57 år, Nykroppa, behandlingsassistent"
30299,utredare,R,"31 år, Karlstad, utredare"
30299,utredare,L,"31 år, Karlstad, utredare"
30300,docent,R,"71 år, Karlstad, docent"
30303,lärare,R,"25 år, Hagfors, lärare"
30305,vaktmästare,R,"62 år, Hammarö, vaktmästare"
30306,pensionär,R,"73 år, Munkfors, pensionär"
30306,pensionär,L,"73 år, Munkfors, pensionär"
30307,undersköterska,R,"46 år, Charlottenberg, undersköterska"
30307,undersköterska,L,"46 år, Charlottenberg, undersköterska"
30309,forskare,R,"42 år, Arvika, doktorand"
30310,lokalvårdare,R,"42 år, Storfors, lokalvårdare"
30310,lokalvårdare,L,"42 år, Storfors, lokalvårdare"
30311,utredare,R,"65 år, Karlstad, utredare"
30312,universitetslektor,R,"63 år, Grums, universitetslektor"
30312,universitetslektor,L,"63 år, Grums, universitetslektor"
30313,pensionär,R,"70 år, Säffle, pensionär"
30314,lärare,R,"63 år, Karlstad,lärare"
30315,pensionär,R,"70 år, Karlstad, pensionär"
30317,målare,R,"36 år, Ekshärad, byggnadsmålare"
30318,facklig företrädare,R,"57 år, Karlstad, ombudsman"
30318,facklig företrädare,L,"57 år, Karlstad, ombudsman"
30319,handläggare,R,"37 år, Bergsäng, handläggare"
30320,lärare,R,"45 år, Karlstad, SFI-lärare"
30320,lärare,L,"45 år, Karlstad, SFI-lärare"
30323,socionom,R,"65 år, Karlstad, socionom"
30323,socionom,L,"65 år, Karlstad, socionom"
30444,egenföretagare,R,"mångfalds- och klimatkämpe, Byxelkrok"
30444,egenföretagare,L,"småföretagare, Byxelkrok"
30466,facklig företrädare,L,"31 år, Karlstad, ombudsman"
30467,förvaltare,L,"73 år, Arvika, förvaltare"
30470,pensionär,L,"68 år, Kristinehamn, pensionär"
30471,vårdare,L,"52 år, Arvika, vårdbiträde"
30472,säljare,L,"36 år, Kil, säljare"
30483,säljare,L,"58 år, Högboda, säljare"
30484,säljare,L,"32 år, Karlstad, säljare"
30489,chaufför,L,"54 år, Karlstad, chaufför"
30509,barnmorska,L,"barnmorska, Västervik"
31339,it-specialist,R,"IT-konsult, 42 år, Hammarö"
31339,it-specialist,L,"IT-konsult, 42 år, Hammarö"
31340,projektledare,R,"projektledare, 61 år, Forshaga"
31340,projektledare,L,"projektledare, 62 år, Forshaga"
31341,socionom,R,"socionom, 68 år, Arvika"
31341,socionom,L,"socionom, 68 år, Arvika"
31342,civilekonom,R,"civilekonom, 66 år, Karlstad"
31343,sjuksköterska,R,"fd distriktssköterska, 66 år, Sunne"
31343,sjuksköterska,L,"fd distriktssköterska, 66 år,Sunne"
31344,chef,R,"restaurangchef, 34 år, Kristinehamn"
31345,jurist,R,"jurist, 30 år, Hagfors"
31345,jurist,L,"jurist, 30 år, Hagfors"
31346,jurist,R,"jurist, 73 år, Karlstad"
31347,egenföretagare,R,"egenföretagare, 66 år, Eda"
31348,lärare,R,"lärare, 75 år, Årjäng"
31348,lärare,L,"lärare, 75 år, Årjäng"
31349,egenföretagare,R,"egenföretagare, 59 år, Kristinehamn"
31349,egenföretagare,L,"egenföretagare, 59 år, Kristinehamn"
31350,socionom,R,"socionom, 76 år, Karlstad"
31350,socionom,L,"socionom, 76 år, Karlstad"
31351,kommunalråd,R,"fd kommunalråd, 65 år, Karlstad"
31351,kommunalråd,L,"fd kommunalråd, 65 år, Karlstad"
31533,pensionär,L,"68 år, pensionär, Ödeshög"
31534,undersköterska,L,"28 år, undersköterska, Mjölby"
31535,reparatör,L,"67 år, f.d. reparatör, Boxholm"
31541,personlig assistent,L,"58 år, personlig assistent, Vadstena"
31542,studerande,L,"22 år, student, Mjölby"
31543,chef,L,"45 år, arbetsledare, Boxholm"
31566,socionom,L,"58 år, socionom, Vadstena"
31569,politisk tjänsteman,L,"25 år, politisk sekreterare, Vadstena"
31571,skötare,L,"63 år, skötare, Mjölby"
31572,facklig företrädare,L,"64 år, f.d. LO-ombudsman, Mjölby"
31605,barnskötare,L,"44 år, barnskötare, Ödeshög"
31607,lärare,L,"26 år, grundskollärare, Ydre"
31608,verktygsmakare,L,"66 år, verktygsmakare, Ödeshög"
31609,lärare,L,"42 år, grundskollärare, Boxholm"
31610,pensionär,L,"76 år, pensionär, Ödeshög"
31611,undersköterska,L,"57 år, undersköterska, Mjölby"
31651,arbetare,L,"57 år, metallarbetare, Ödeshög"
31652,arbetare,L,"57 år, lagerarbetare, Ödeshög"
31653,tjänsteman,L,"56 år, industritjänsteman, Ödeshög"
31679,skötare,L,"67 år, skötare, Mjölby"
31680,lärare,R,"57 år, Lantmästare/Lärare, Sjöbo"
31680,lärare,L,"57 år, Lantmästare/Lärare, Lövestad"
31680,lärare,L,"57, Lantmästare/Lärare, Lövestad"
31681,sjuksköterska,L,"60 år, Specialistsjuksköterska, Hammenhög"
31682,mekaniker,R,"51 år, Vårdpolitiker/Mekaniker, Kristianstad"
31682,mekaniker,L,"51 år, Vårdpolitiker/Mekaniker, Kristianstad"
31682,mekaniker,L,"52, Vårdpolitiker/Mekaniker, Kristianstad"
31683,barnmorska,R,"63, fd Regionråd/Barnmorska, Helsingborg"
31683,barnmorska,R,"63 år, fd Regionråd/Barnmorska, Helsingborg"
31683,barnmorska,L,"63 år, fd Regionråd/Barnmorska, Ramlösa"
31683,barnmorska,L,"63, fd Regionråd/Barnmorska, Ramlösa"
31684,personalchef,R,"43 år, Personalchef, Staffanstorp"
31684,personalchef,L,"43 år, Personalchef, Staffanstorp"
31684,personalchef,L,"41, Personalchef, Staffanstorp"
31685,chef,R,"40 år, Verksamhetschef, Bjuv"
31685,chef,L,"40 år, Verksamhetschef, Bjuv"
31685,chef,L,"40, Verksamhetschef, Bjuv"
31686,lärare,L,"45 år, Gymnasielärare, Helsingborg"
31686,lärare,L,"45, Gymnasielärare, Helsingborg"
31687,forskare,R,"53 år, Miljöforskare, Simrishamn"
31687,forskare,L,"53 år, Miljöforskare, Borrby"
31688,ekonom,R,"65 år, Marknadsekonom, Höör"
31688,ekonom,L,"65 år, Marknadsekonom, Höör"
31689,lantmästare,R,"38 år, Lantmästare, Sjöbo"
31689,lantmästare,L,"38 år, Lantmästare, Sjöbo"
31690,sjuksköterska,R,"55 år, Leg. Sjuksköterska, Sjöbo"
31690,sjuksköterska,L,"55 år, Sjuksköterska, Sjöbo"
31690,sjuksköterska,R,"55 år, Leg. Sjuksköterska, Sjöbo"
31690,sjuksköterska,L,"55 år, Sjuksköterska, Sjöbo"
31691,studerande,R,"19 år, Student, Ystad"
31691,studerande,L,"19 år, Student, Ystad"
31691,studerande,L,"18 år, Student, Ystad"
31692,elevassistent,L,"22 år, Elevassistent, Veberöd"
31693,målare,L,"26 år, Målare, Lövestad"
31694,inköpare,R,"32 år, Inköpare, Kristianstad"
31694,inköpare,L,"32 år, Inköpare, Kristianstad"
31694,inköpare,L,"32, Inköpare, Kristianstad"
31695,sjuksköterska,L,"25 år, Sjuksköterska, Lövestad"
31696,studerande,L,"28 år, Student, Sjöbo"
31697,egenföretagare,R,"67 år, Företagare, Ystad"
31697,egenföretagare,L,"67 år, Företagare, Löderup"
31698,forskare,L,"47 år, Lantmästare/Forskare, Sjöbo"
31699,chaufför,L,"24 år, Chaufför, Sjöbo"
31700,studerande,L,"19 år, Student, Sjöbo"
31701,riksdagsledamot,R,"41 år, Riksdagsledamot, Ystad"
31701,riksdagsledamot,L,"41 år, Statsvetare, Ystad"
31701,statsvetare,R,"41 år, Riksdagsledamot, Ystad"
31701,statsvetare,L,"41 år, Statsvetare, Ystad"
31728,studerande,L,"19 år, Student, Ystad"
31729,bonde,L,"31 år, Ekomjölkproducent, Lövestad"
31733,museivärd,R,"21 år, Museivärd, Malmö"
31733,museivärd,L,"21 år, Museivärd, Malmö"
31767,distriktsordförande,R,"61 år, Distriktsordförande, Kristianstad"
31767,distriktsordförande,L,"61, Distriktsordförande, Kristianstad"
31768,chef,R,"45 år, Ekonomichef, Helsingborg"
31768,chef,L,"45 år, Ekonomichef, Helsingborg"
31769,riksdagsledamot,R,"62 år, Riksdagsledamot, Simrishamn"
31770,ekonom,R,"45 år, Ekonomiassistent, Ängelholm"
31770,ekonom,L,"45 år, Ekonomiassistent, Munka-Ljungby"
31771,administratör,R,"63 år, Adm.assistent, Svalöv"
31771,administratör,L,"63 år, Adm.assistent, Billeberga"
31772,kommunalråd,R,"57 år, Kommunalråd, Helsingborg"
31772,kommunalråd,L,"57 år, Kommunalråd, Helsingborg"
31774,lärare,R,"68 år, Lärare, Kristianstad"
31774,lärare,L,"68, Lärare, Kristianstad"
31776,massör,R,"54 år, Massör, Klippan"
31776,massör,L,"54 år, Massör, Ljungbyhed"
31777,militär,R,"34 år, Officer, Helsingborg"
31777,militär,L,"34 år, Officer, Vallåkra"
31778,föreståndare,R,"51 år, Föreståndare LSS, Hörby"
31778,föreståndare,L,"51 år, Föreståndare LSS, Hörby"
31779,flygvärdinna,R,"25 år, Flygvärdinna, Ängelholm"
31779,flygvärdinna,L,"25 år, Flygvärdinna, Ängelholm"
31780,ekonom,R,"38 år, Ekonom, Höganäs"
31780,ekonom,L,"38 år, Ekonom, Höganäs"
31782,entreprenör,R,"56 år, Entreprenör, Örkelljunga"
31782,entreprenör,L,"56 år, Entreprenör, Örkelljunga"
31783,sekreterare,R,"55 år, Nämndsekreterare, Helsingborg"
31783,sekreterare,L,"55 år, Nämndsekreterare, Helsingborg"
31784,socionom,R,"68 år, Socionom, Höör"
31784,socionom,L,"68 år, Socionom, Höör"
31785,studerande,R,"21 år, Student, Höganäs"
31785,studerande,L,"21 år, Student, Mölle"
31786,socionom,R,"70 år, Socionom, Örkelljunga"
31786,socionom,L,"70 år, Socionom, Örkelljunga"
31787,fil. kand.,R,"71 år, Fil.kand, Båstad"
31787,fil. kand.,L,"71 år, Fil.kand., Båstad"
31787,fil. kand.,R,"71 år, Fil.kand, Båstad"
31787,fil. kand.,L,"71 år, Fil.kand., Båstad"
31788,diakon,R,"59 år, Social.ped./Diakon, Höganäs"
31788,diakon,L,"59 år, Social.ped./Diakon, Höganäs"
31789,egenföretagare,R,"41 år, Företagare, Helsingborg"
31789,egenföretagare,L,"41 år, Företagare, Ramlösa"
